TransactionID,CustomerID,Product,Category,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,Device,SessionDuration,CouponCode,ReturnStatus,Warehouse,ShippingType,ReviewText
2626,1947,Headphones,Accessories,88499,1,,Delhi,IND,,No,1.140188471,,Tablet,305,SAVE10,Returned,WH3,Express,Good
3458,1817,Laptop,,51218,1,Cash,Chennai,IN,April 5 2023,Yes,2.867135577,,Desktop,14,SAVE10,,WH1,Standard,Bad
1416,1887,Headphones,Accessories,61200,1,Card,Hyderabad,India,April 5 2023,,2.302690987,Safari,Mobile,120,SAVE10,Not Returned,,Standard,
4175,1497,Mobile,Electronics,76114,2,UPI,Hyderabad,,April 5 2023,,2.254013309,Chrome,Mobile,180,YIrSES,Not Returned,WH2,Express,Average
4614,1389,Mobile,Electronics,99368,2,,Delhi,India,,Yes,4.685507782,Safari,Tablet,23,SAVE10,Returned,,Standard,
3661,1224,Mobile,,66637,2,,Chennai,India,2023-01-01,Y,2.487244665,Edge,Desktop,191,OFF20,,,Standard,Bad
4993,1983,Mobile,Accessories,37088,4,,Chennai,IND,02/03/2023,Y,2.091716972,Chrome,Mobile,351,OFF20,Returned,WH1,,Average
3058,1983,,Accessories,9891,3,,Delhi,IND,April 5 2023,Y,4.381605469,Chrome,Desktop,1,,Returned,WH2,,Average
1778,1414,Shoes,Fashion,35039,1,NetBanking,Mumbai,IN,April 5 2023,No,4.427343337,Chrome,,456,OFF20,Not Returned,WH2,Standard,Good
2156,1125,Shoes,Electronics,66440,1,,Hyderabad,,02/03/2023,,1.092839237,Safari,,53,OFF20,Not Returned,WH3,Standard,Average
3088,1656,Shoes,Electronics,24560,2,,Chennai,IND,02/03/2023,N,1.731877585,Edge,,285,SAVE10,,,,Bad
2436,1298,Headphones,,4590,2,,,IN,,N,4.429250163,,Mobile,404,SAVE10,Not Returned,WH2,Express,Good
236,1130,Headphones,Fashion,67348,4,Card,Chennai,IND,2023-01-01,N,3.075161155,Safari,Mobile,157,SAVE10,Returned,WH2,Standard,Bad
4021,1807,,Electronics,34069,4,UPI,Mumbai,IN,02/03/2023,Y,2.968586267,,Desktop,361,SAVE10,,WH3,,Good
1197,1377,Mobile,Electronics,12346,1,Cash,,IN,2023-01-01,Yes,3.43259983,Chrome,,414,YIrSES,Not Returned,WH2,,Average
1674,1376,,,80563,3,Card,Mumbai,IN,,,2.273479171,Chrome,,301,YIrSES,,,Express,Average
2079,1748,Shoes,,16880,3,,Chennai,,02/03/2023,No,1.315811935,,Mobile,321,SAVE10,,WH2,Express,Bad
618,1891,Mobile,Fashion,398,1,Card,Chennai,India,,No,4.345046126,,Mobile,216,SAVE10,,WH2,,Average
1809,1961,Shoes,Electronics,13372,3,,Delhi,India,2023-01-01,No,3.299165877,Edge,,109,YIrSES,,WH1,Standard,Bad
667,1443,Laptop,Accessories,8817,3,Cash,Delhi,IN,April 5 2023,Y,2.26034824,,,414,OFF20,,WH2,Express,Average
82,1390,Dress,Fashion,45472,4,Cash,Mumbai,,02/03/2023,Yes,4.320651628,,Desktop,488,SAVE10,,WH2,,Good
4972,1345,Shoes,,14766,1,Card,,,02/03/2023,N,2.510873269,,Tablet,487,YIrSES,Returned,WH2,Express,Average
364,1143,Dress,Electronics,30859,2,Card,Chennai,India,April 5 2023,,3.856105773,Edge,Tablet,464,OFF20,Not Returned,,,Average
3762,1394,Headphones,Electronics,3221,2,NetBanking,Hyderabad,,,No,3.839162326,Chrome,Mobile,116,,Not Returned,WH3,Standard,Average
2309,1904,,Electronics,86936,1,,,IND,02/03/2023,N,1.168705299,Chrome,Mobile,459,,Returned,WH1,Standard,Average
4924,1087,Laptop,Electronics,36723,1,Card,Hyderabad,IN,02/03/2023,,3.283025012,Edge,Mobile,259,SAVE10,Returned,WH2,Express,Average
4396,1580,Headphones,Accessories,98193,4,Cash,Chennai,IN,,Y,1.230708637,Chrome,Mobile,283,SAVE10,Returned,WH2,Standard,Bad
3979,1208,Headphones,Accessories,42799,4,UPI,Hyderabad,India,02/03/2023,Yes,2.738013869,,Desktop,109,OFF20,,WH1,,Bad
3934,1086,Dress,Electronics,58156,3,,Mumbai,IND,02/03/2023,Y,2.24335947,,,221,SAVE10,Returned,,,
1448,1101,Shoes,Accessories,20630,1,Card,Chennai,IN,02/03/2023,N,3.38080038,Edge,Desktop,254,YIrSES,Not Returned,,,Bad
4545,1618,Dress,Fashion,84130,2,Cash,Hyderabad,IND,02/03/2023,N,3.547653593,,,10,YIrSES,Returned,WH1,,
1006,1014,Dress,Electronics,13080,1,NetBanking,Mumbai,,2023-01-01,Y,2.497448974,,Mobile,360,SAVE10,,WH1,Express,Good
930,1496,Shoes,Electronics,99468,2,,Chennai,IND,,No,2.747827678,Chrome,Mobile,268,YIrSES,Not Returned,WH3,Standard,Average
4225,1481,Shoes,,82264,4,UPI,Delhi,India,,N,4.720090195,Edge,Desktop,342,SAVE10,Not Returned,WH2,Standard,Bad
1904,1650,Laptop,Electronics,14237,3,NetBanking,Delhi,IN,,Yes,4.854191238,Edge,Desktop,323,SAVE10,,,,Average
4420,1201,Headphones,Accessories,36886,3,UPI,Hyderabad,India,02/03/2023,Y,4.961762809,Edge,,15,SAVE10,Not Returned,WH1,,Average
470,1966,,Fashion,65291,3,NetBanking,Mumbai,India,April 5 2023,Yes,1.818037273,Chrome,Desktop,466,OFF20,Returned,WH1,Standard,
1119,1173,Shoes,Fashion,65933,3,NetBanking,Delhi,,April 5 2023,,3.549891928,Edge,Tablet,458,OFF20,,WH1,Standard,Bad
1050,1082,Laptop,,98924,1,NetBanking,Hyderabad,,02/03/2023,N,4.725113332,Edge,Tablet,7,YIrSES,,,Standard,
3696,1182,,Electronics,64323,3,Cash,Delhi,IN,April 5 2023,N,3.792989594,,Tablet,413,,Not Returned,WH1,Standard,
3356,1806,Headphones,Electronics,43949,1,NetBanking,Delhi,India,April 5 2023,,1.012293628,Safari,Mobile,180,YIrSES,,,Express,
322,1454,Shoes,Accessories,73889,4,UPI,Hyderabad,IN,April 5 2023,,3.028460166,Edge,Mobile,498,YIrSES,Not Returned,WH3,Express,Average
1081,1565,Headphones,Fashion,79838,2,NetBanking,Mumbai,,April 5 2023,No,4.214257734,,Mobile,121,,,,,Average
4028,1382,Shoes,Electronics,7464,2,Card,Delhi,IND,02/03/2023,Yes,4.105073299,,Desktop,24,OFF20,,WH3,Express,
3070,1854,Shoes,Electronics,37424,3,Cash,Delhi,,April 5 2023,Yes,4.934343232,,Tablet,466,,,WH3,Standard,Bad
388,1769,Dress,Electronics,62154,2,Card,,,02/03/2023,,3.643937626,,Desktop,164,SAVE10,Returned,WH2,,
230,1750,,Electronics,23811,2,Cash,Chennai,IND,April 5 2023,N,4.709007783,Chrome,Tablet,240,YIrSES,,WH3,,Good
394,1510,,Accessories,16078,3,Cash,Mumbai,IND,,Yes,1.353777405,,Tablet,120,,Not Returned,WH1,Express,Average
2868,1896,Shoes,Accessories,73620,3,Cash,Mumbai,IND,02/03/2023,Y,2.373060399,Chrome,Desktop,116,,Returned,,,
3212,1785,Mobile,Accessories,86869,3,UPI,Mumbai,India,2023-01-01,No,4.119911238,,Desktop,154,OFF20,,WH1,,Good
1602,1949,Mobile,Accessories,85241,4,NetBanking,Mumbai,IN,2023-01-01,N,2.588078059,Chrome,Desktop,163,OFF20,Not Returned,,,Bad
3916,1145,Laptop,,17566,1,,Delhi,IN,,Y,1.171715187,Edge,,433,SAVE10,,WH1,Standard,
2831,1074,Headphones,Fashion,5812,4,NetBanking,,IN,,Y,4.392876694,Chrome,Tablet,129,SAVE10,,,Standard,Good
4923,1199,Shoes,Fashion,64004,2,UPI,Delhi,IN,2023-01-01,,1.397695915,Safari,Tablet,252,,,WH1,Standard,Bad
1833,1876,Shoes,Accessories,5994,3,Card,,,,N,3.754613116,Chrome,Mobile,164,OFF20,,,,Good
3713,1321,Dress,Accessories,4907,2,UPI,Delhi,IN,,N,1.582538187,Chrome,Tablet,43,YIrSES,Not Returned,WH3,Express,Average
2636,1081,,Fashion,57484,3,UPI,,IN,02/03/2023,No,3.440936264,Chrome,,223,,Returned,WH1,Standard,Good
4127,1404,Dress,Fashion,74767,4,Card,Mumbai,,2023-01-01,Yes,4.073272989,Chrome,Mobile,348,OFF20,Returned,WH3,Standard,
2269,1788,Mobile,Electronics,12585,4,,Delhi,IN,April 5 2023,Y,1.36580382,Chrome,Mobile,495,OFF20,Returned,WH3,Standard,
3532,1176,Laptop,Fashion,86766,3,Card,Hyderabad,IND,,Yes,2.219689604,,Desktop,211,SAVE10,Not Returned,WH2,Standard,Good
3961,1100,Shoes,,37010,2,NetBanking,Hyderabad,India,,Yes,1.944521756,Edge,Desktop,150,,,,Express,Bad
3658,1330,Mobile,Electronics,74305,4,UPI,,IND,April 5 2023,Y,4.899071678,Edge,,228,OFF20,Returned,,,Bad
2575,1209,Headphones,Accessories,52798,1,NetBanking,Mumbai,IND,,Y,4.709763248,Edge,Mobile,356,OFF20,,WH1,Standard,Average
1434,1852,Laptop,Fashion,11315,3,NetBanking,Mumbai,IND,April 5 2023,N,4.224740061,Chrome,Desktop,295,,,,Standard,Good
3188,1660,Dress,Accessories,98063,3,NetBanking,Chennai,,,N,1.069313128,,,83,SAVE10,Returned,WH3,Standard,Bad
2987,1926,Laptop,Accessories,27062,3,UPI,Mumbai,India,2023-01-01,N,1.414961933,Chrome,Tablet,281,SAVE10,Not Returned,WH3,,
1332,1418,Dress,Accessories,60265,4,NetBanking,Chennai,IN,02/03/2023,,3.266939339,,,395,SAVE10,,WH1,Standard,Good
2284,1000,Mobile,Accessories,52940,2,Card,,IN,April 5 2023,Yes,4.94337451,Chrome,,65,SAVE10,,,Standard,Bad
4123,1018,Dress,Electronics,57858,2,UPI,Delhi,,2023-01-01,Yes,1.902954613,Chrome,Tablet,221,YIrSES,Returned,WH3,Express,Average
804,1532,Dress,Electronics,67160,2,UPI,Chennai,IN,April 5 2023,,1.453142423,Chrome,Desktop,124,,Not Returned,,Standard,Average
3156,1737,Shoes,Accessories,37929,2,UPI,,,02/03/2023,Y,4.106794005,Edge,Desktop,240,YIrSES,,WH2,,Good
608,1105,Laptop,Electronics,69848,3,NetBanking,Delhi,IND,2023-01-01,Y,3.860750216,Safari,Mobile,359,OFF20,,WH1,,Bad
1937,1355,Laptop,Electronics,44701,3,NetBanking,Delhi,,,No,3.664743138,Safari,,296,,Returned,WH3,Standard,Average
4885,1498,Laptop,Accessories,90628,4,Card,Delhi,IND,April 5 2023,,2.584212004,,Mobile,110,SAVE10,,,Express,Bad
646,1958,Headphones,Accessories,6797,1,Cash,Mumbai,IN,,No,4.667948024,Safari,,353,,Not Returned,WH2,,
341,1044,Shoes,,52422,1,Card,,IN,April 5 2023,Y,4.52774688,Safari,,10,YIrSES,Returned,WH3,,Good
4665,1900,Headphones,Accessories,61752,2,Card,,IN,April 5 2023,N,1.139119485,Chrome,Mobile,316,YIrSES,Returned,WH3,,Good
4406,1065,Laptop,Fashion,80917,1,UPI,Mumbai,IND,,Y,2.678059071,Edge,Desktop,435,SAVE10,Not Returned,,Express,Bad
1988,1986,Laptop,Electronics,24543,4,Cash,Mumbai,IN,April 5 2023,Yes,4.467308234,,Desktop,159,SAVE10,Returned,,Express,Average
2799,1665,Headphones,Accessories,48977,3,NetBanking,,IN,2023-01-01,No,1.429413357,Safari,,450,,Returned,,Express,Good
2236,1203,Mobile,Fashion,58598,3,Cash,Mumbai,IND,2023-01-01,N,2.723780196,Chrome,,159,SAVE10,Returned,WH3,Standard,Good
1091,1191,Dress,Electronics,38486,1,,Chennai,India,April 5 2023,No,3.029843802,Safari,,90,,Not Returned,WH2,Express,Average
3453,1664,Mobile,Accessories,41479,3,Card,Chennai,,April 5 2023,,2.458982429,,Mobile,453,YIrSES,Returned,,Standard,Good
4772,1517,Headphones,Accessories,53069,4,,,IND,,Y,4.652251329,Chrome,Tablet,365,OFF20,Not Returned,WH3,Express,
4729,1200,Headphones,,60047,3,NetBanking,,India,April 5 2023,Yes,4.61589011,Chrome,Desktop,334,YIrSES,Returned,WH3,Express,Bad
632,1295,Shoes,Electronics,13113,4,Card,,IN,2023-01-01,No,2.006592316,Safari,,355,YIrSES,,WH3,Express,Average
1304,1905,Shoes,Electronics,16911,1,NetBanking,Mumbai,IN,2023-01-01,Yes,1.886443437,Safari,Desktop,385,SAVE10,Not Returned,,,
716,1964,Dress,,26143,3,NetBanking,Mumbai,IND,02/03/2023,No,3.297650415,Edge,Tablet,278,YIrSES,,WH2,,Average
3714,1924,Mobile,Accessories,72279,4,Cash,Hyderabad,India,02/03/2023,No,1.665046324,Edge,Tablet,313,,,WH2,Express,Bad
4059,1933,Shoes,Electronics,51242,1,NetBanking,Hyderabad,India,2023-01-01,Yes,4.961481597,Safari,Tablet,208,OFF20,Returned,WH2,Standard,
303,1293,Shoes,,94908,2,UPI,Hyderabad,India,02/03/2023,Yes,4.312231274,Chrome,Mobile,236,SAVE10,Not Returned,WH1,Express,Average
2503,1573,Laptop,,19506,1,Card,Delhi,India,2023-01-01,,2.817797504,,Desktop,91,OFF20,Returned,WH2,Standard,Good
3914,1535,Laptop,,90298,4,NetBanking,Mumbai,,April 5 2023,No,1.832902372,,Tablet,307,YIrSES,Not Returned,,Express,
1961,1334,,,7090,3,UPI,,India,02/03/2023,Yes,1.11475922,Safari,Desktop,303,YIrSES,Returned,WH3,Standard,Average
2117,1841,Laptop,,85484,4,Card,Hyderabad,IND,02/03/2023,Yes,2.817513913,Edge,Desktop,216,YIrSES,,,Standard,Bad
2565,1483,,Accessories,24625,3,,Mumbai,IN,2023-01-01,Y,3.806204209,Chrome,Mobile,160,SAVE10,Not Returned,WH1,,Good
3591,1202,Dress,Accessories,30056,4,Cash,Mumbai,India,02/03/2023,Yes,2.609911278,Edge,Mobile,230,YIrSES,,,Standard,Bad
3534,1376,Headphones,Electronics,18201,2,Cash,Mumbai,,,No,1.78976868,Edge,Desktop,497,OFF20,Not Returned,WH2,,Average
2334,1168,,,12331,3,Cash,Mumbai,IN,,Y,2.571060909,,Mobile,113,OFF20,,WH2,Express,Bad
509,1731,Dress,Fashion,45296,1,UPI,Mumbai,IND,02/03/2023,N,2.357355994,,Desktop,486,OFF20,Not Returned,WH2,Standard,
2106,1486,Mobile,Accessories,86072,3,Card,Chennai,India,2023-01-01,N,4.946144189,Chrome,,487,,,,Express,
1034,1711,Mobile,Accessories,46620,2,UPI,,IND,2023-01-01,N,4.948364388,,Mobile,96,YIrSES,Not Returned,WH3,Express,Good
905,1241,Headphones,Accessories,37496,4,Cash,Mumbai,IN,April 5 2023,Yes,4.279528767,Safari,Desktop,392,YIrSES,,,,
2258,1255,Laptop,Fashion,55113,4,Cash,Delhi,IND,,No,4.803549522,Edge,Mobile,378,OFF20,,WH3,Standard,Average
957,1894,Laptop,Electronics,16364,2,Cash,Hyderabad,,,,2.83937147,Edge,,29,YIrSES,Returned,WH2,Express,Bad
1593,1632,Headphones,Accessories,77712,2,,Hyderabad,India,April 5 2023,Yes,1.186721501,Chrome,Mobile,455,SAVE10,Not Returned,WH3,,Average
4990,1103,Laptop,,45391,1,UPI,Mumbai,IND,02/03/2023,Yes,1.807091436,Safari,Tablet,485,,,WH3,Express,Average
4117,1686,Mobile,Electronics,9849,2,,Hyderabad,,02/03/2023,Y,4.230292572,Chrome,Mobile,8,SAVE10,Not Returned,WH2,,Good
964,1625,Dress,Fashion,15655,3,NetBanking,Mumbai,IND,02/03/2023,,2.873292126,Safari,,425,OFF20,Returned,WH3,Express,Average
2787,1157,Mobile,Fashion,82061,4,,Delhi,IND,02/03/2023,N,4.396525734,Edge,Mobile,4,YIrSES,Returned,WH1,,
238,1814,Mobile,Fashion,36317,4,Card,Delhi,IN,April 5 2023,No,4.222646765,,,140,,Not Returned,WH1,Standard,
2031,1105,Headphones,Accessories,48441,1,,Mumbai,India,April 5 2023,Yes,2.747502257,,Tablet,410,SAVE10,,,Standard,Good
1813,1586,Headphones,Accessories,47777,1,,Mumbai,IN,April 5 2023,N,3.631897239,Edge,,236,SAVE10,Not Returned,WH3,,Good
4293,1433,Laptop,,82620,3,NetBanking,Hyderabad,India,April 5 2023,,4.529451115,Chrome,Tablet,125,SAVE10,,,,Average
2290,1475,,Electronics,92842,3,NetBanking,Hyderabad,,02/03/2023,,1.121847419,Safari,Desktop,240,OFF20,,WH1,,Average
3942,1706,Headphones,Electronics,77581,4,UPI,Hyderabad,,,Y,1.766977963,Safari,,94,,,WH3,,Average
1729,1834,,Accessories,69310,3,UPI,,,,N,2.649335356,Safari,,137,YIrSES,,WH3,Express,Bad
4568,1972,Mobile,Electronics,83904,2,Cash,Hyderabad,,,No,1.115169103,Chrome,,89,YIrSES,Returned,WH3,Express,
2429,1720,,Electronics,90455,4,NetBanking,Chennai,India,April 5 2023,Yes,1.74634797,Safari,Mobile,287,OFF20,Not Returned,WH2,,Bad
269,1718,Laptop,Electronics,15385,3,NetBanking,Delhi,IND,,Y,1.71575747,Chrome,Mobile,107,YIrSES,,WH3,Standard,Average
2897,1073,Shoes,,71447,1,Card,Mumbai,,02/03/2023,No,1.318372704,Chrome,Desktop,444,,Returned,WH2,,Average
4832,1952,,,26518,1,NetBanking,Hyderabad,India,,Y,4.309222561,Edge,Tablet,205,,Returned,WH3,,Good
4409,1665,Dress,Electronics,95620,4,Card,Hyderabad,IN,,Y,3.231005902,Edge,Tablet,434,YIrSES,Not Returned,,Express,Bad
2722,1285,Headphones,Fashion,60817,4,NetBanking,,IND,2023-01-01,N,4.696272881,,Desktop,482,SAVE10,Not Returned,WH1,,Good
1577,1067,Laptop,Electronics,40380,3,Cash,,IND,2023-01-01,,1.725372021,Safari,Desktop,499,YIrSES,,,Standard,Bad
1052,1858,Dress,Fashion,70611,4,Card,Chennai,IN,April 5 2023,No,4.108900831,,Desktop,258,,Returned,WH1,,
2050,1570,Laptop,Fashion,75968,4,Cash,Chennai,IND,02/03/2023,N,2.607497545,Edge,Desktop,465,SAVE10,Not Returned,WH3,,
4280,1442,Shoes,Accessories,48869,4,NetBanking,Hyderabad,IND,02/03/2023,No,4.646833478,,,271,SAVE10,,WH1,Standard,
3230,1892,Laptop,Accessories,67717,4,Cash,,,02/03/2023,,2.23920071,Safari,Tablet,382,SAVE10,Returned,WH1,,Good
202,1390,Mobile,Electronics,51052,1,,,IND,02/03/2023,,4.758962938,Safari,,116,OFF20,Returned,WH3,Standard,
208,1970,,Electronics,24605,3,Cash,Mumbai,India,2023-01-01,Y,1.409496429,Edge,,355,OFF20,Not Returned,WH3,Standard,Bad
2326,1660,,Fashion,37013,1,Card,Chennai,,02/03/2023,Y,4.474307479,Edge,Mobile,352,,Returned,WH2,,
4020,1094,Shoes,,60052,2,UPI,,,April 5 2023,No,4.316623644,,Tablet,65,YIrSES,,,Standard,Good
4072,1154,,Accessories,72050,3,,Hyderabad,India,April 5 2023,,4.970091137,Chrome,Desktop,365,,Not Returned,WH3,,Average
4432,1190,Shoes,Fashion,62951,1,UPI,Chennai,IN,,N,3.094075636,,Tablet,390,YIrSES,Returned,,Standard,Bad
615,1652,Dress,,8661,1,Cash,Mumbai,,2023-01-01,Yes,4.774021894,Chrome,Tablet,13,SAVE10,,WH1,Express,Good
2318,1659,Headphones,Fashion,21699,3,UPI,,India,02/03/2023,,3.134284819,Chrome,Desktop,182,SAVE10,,WH3,Standard,Average
3552,1139,Dress,Accessories,16548,3,UPI,,India,,,1.784971146,,Mobile,439,SAVE10,,WH1,Standard,Good
3850,1335,Mobile,,78609,2,NetBanking,Delhi,IND,02/03/2023,Yes,1.790482707,,,7,YIrSES,Returned,WH1,Standard,
2622,1281,,Electronics,40076,4,NetBanking,Hyderabad,India,April 5 2023,N,1.308985445,Safari,Tablet,342,YIrSES,,WH2,,Good
2634,1076,Mobile,Fashion,74170,1,Cash,Mumbai,,02/03/2023,,1.496260805,Safari,,286,OFF20,Not Returned,,Express,Average
3966,1054,Mobile,Fashion,22501,3,Cash,Hyderabad,IND,,Yes,2.680912992,Edge,Tablet,96,,Returned,,Standard,
1156,1739,Mobile,Accessories,87446,1,,Chennai,India,April 5 2023,No,1.792145812,Chrome,Tablet,231,,,,,Good
1391,1707,Headphones,,25578,2,Cash,Hyderabad,IND,,N,3.745977781,Chrome,Tablet,264,SAVE10,,WH1,Standard,
105,1940,Headphones,,60838,3,Cash,,IN,2023-01-01,Y,1.399669671,Edge,,45,,Returned,,,Bad
889,1521,Laptop,Accessories,84497,4,NetBanking,Mumbai,IN,02/03/2023,N,3.360226217,Safari,Desktop,11,,Not Returned,WH3,,
1122,1117,,Fashion,86511,1,UPI,Mumbai,India,,Yes,2.481395612,Safari,Desktop,218,SAVE10,Not Returned,WH2,,Bad
4945,1757,Headphones,Accessories,82150,2,Cash,,,2023-01-01,Yes,1.187287852,Safari,Desktop,258,YIrSES,Returned,WH3,Express,Bad
2013,1753,Mobile,,71405,3,NetBanking,Hyderabad,,,,1.397273531,Safari,Desktop,196,,Returned,WH1,,
2316,1965,Headphones,Fashion,15557,3,,Delhi,IND,02/03/2023,Yes,3.992623652,,Mobile,222,SAVE10,Returned,,Standard,Average
3126,1686,Headphones,Fashion,84987,3,Card,Mumbai,,2023-01-01,No,2.218618328,Safari,Tablet,289,,Not Returned,WH2,,Bad
2025,1911,,Electronics,61591,4,Card,Mumbai,,April 5 2023,No,2.840387534,Edge,Tablet,76,OFF20,Not Returned,,Standard,Bad
3083,1628,Laptop,Electronics,61697,3,,Chennai,,2023-01-01,Y,1.607495909,Edge,Desktop,293,,Not Returned,WH3,Standard,
1948,1283,Dress,Accessories,36323,3,NetBanking,Delhi,,April 5 2023,Y,3.222607691,Chrome,Mobile,94,,,WH1,,Average
2567,1047,Headphones,Fashion,78619,2,Cash,Hyderabad,IN,April 5 2023,Y,1.173080639,Safari,Tablet,57,OFF20,Returned,WH2,Express,Bad
2302,1520,Dress,Accessories,94211,2,UPI,,India,,Yes,2.926477087,Edge,Desktop,26,,Returned,WH3,Standard,Good
2461,1191,Laptop,Fashion,30204,1,,Hyderabad,,02/03/2023,N,3.919742499,Chrome,Desktop,424,SAVE10,Returned,,,Good
3034,1314,Shoes,Electronics,10939,3,UPI,,IN,2023-01-01,Yes,4.173113208,,Tablet,130,OFF20,Returned,WH2,Express,Good
468,1241,Mobile,Accessories,66080,1,Cash,,IN,,N,3.0514344,Edge,,403,YIrSES,Not Returned,WH1,,Average
1769,1778,Laptop,Fashion,63722,1,UPI,Hyderabad,,02/03/2023,Yes,4.366723339,,Tablet,150,YIrSES,Not Returned,,Express,Good
1384,1783,Headphones,Fashion,2793,1,NetBanking,Hyderabad,IND,2023-01-01,Yes,4.390409736,Safari,Mobile,454,SAVE10,Returned,WH3,Express,Good
2359,1336,Mobile,,71715,4,,,IN,,N,3.95525361,Chrome,Tablet,115,YIrSES,Returned,WH2,Express,Average
3524,1790,Laptop,Fashion,69413,4,NetBanking,,IND,02/03/2023,Y,3.945838939,Safari,Mobile,385,OFF20,Not Returned,WH2,,Good
3351,1480,Laptop,Accessories,40377,2,Card,Hyderabad,,,,2.742524957,,Tablet,139,YIrSES,Not Returned,,,Average
408,1851,Dress,Electronics,13999,3,,Hyderabad,,2023-01-01,N,1.921551604,Chrome,Mobile,17,OFF20,Returned,WH3,,
2807,1386,Headphones,Fashion,13055,4,UPI,Mumbai,,2023-01-01,No,4.040887665,Edge,Desktop,459,,,WH3,,Bad
3901,1944,Laptop,Fashion,81871,4,,Chennai,IND,April 5 2023,Y,3.079836285,Chrome,Tablet,39,OFF20,Returned,WH2,,
4623,1542,Dress,Fashion,57475,4,UPI,Hyderabad,IND,April 5 2023,N,1.343113248,Chrome,Tablet,263,YIrSES,,WH1,,Average
2696,1234,,Electronics,2351,3,NetBanking,,IND,April 5 2023,N,3.371745563,,,239,YIrSES,Returned,WH1,Express,Average
1575,1396,,Accessories,46852,3,UPI,Delhi,India,2023-01-01,N,4.771769287,Chrome,,440,OFF20,Not Returned,,Standard,
326,1978,Shoes,Electronics,16978,2,UPI,Delhi,,02/03/2023,Y,4.152454423,Edge,,400,YIrSES,Returned,WH1,Express,Average
4491,1246,Shoes,Accessories,40405,4,,Delhi,India,April 5 2023,N,2.479053733,Edge,Desktop,335,OFF20,,WH1,,Good
942,1856,Laptop,Fashion,91754,2,Cash,Chennai,IND,2023-01-01,,1.124042995,Edge,Tablet,374,OFF20,Returned,WH2,Standard,Bad
1671,1491,Headphones,Accessories,111,3,NetBanking,Chennai,,,No,2.122638744,Chrome,,213,SAVE10,Not Returned,,Standard,Good
2466,1099,,Fashion,24040,4,UPI,Delhi,IN,April 5 2023,Yes,2.053701057,,Mobile,350,,,WH1,Standard,Average
3977,1017,Mobile,Fashion,25633,3,,Chennai,IND,,No,1.001871032,,Mobile,280,,,WH3,,
1303,1201,Shoes,Electronics,85401,3,Cash,Mumbai,IN,02/03/2023,No,1.190862388,,Mobile,452,OFF20,Not Returned,WH3,Express,Average
3707,1100,Mobile,Accessories,41982,1,UPI,Hyderabad,IND,2023-01-01,Yes,1.369259447,Edge,Mobile,418,OFF20,,WH2,Express,
864,1745,Mobile,Accessories,4080,4,Card,Hyderabad,IND,02/03/2023,Yes,3.208256291,Edge,Tablet,218,,,,Express,Bad
4011,1190,Mobile,Electronics,64427,4,UPI,,India,April 5 2023,No,4.589379721,,Tablet,134,YIrSES,,,,Average
4314,1141,,Fashion,60510,2,UPI,Mumbai,,April 5 2023,No,3.890217034,Chrome,Desktop,191,YIrSES,Not Returned,WH3,,
2406,1250,Laptop,Fashion,26669,1,Card,Chennai,,2023-01-01,Y,3.116242091,Edge,Desktop,147,YIrSES,Not Returned,WH3,,Good
1271,1886,Dress,Electronics,83006,3,Cash,Mumbai,IN,,Yes,4.612898509,,Mobile,457,SAVE10,Not Returned,WH2,Express,
739,1788,,,50029,2,UPI,Hyderabad,India,02/03/2023,N,4.046890589,Chrome,Desktop,483,,,WH2,,Bad
3779,1147,Shoes,Electronics,56375,4,Cash,Delhi,IND,02/03/2023,Yes,4.445674837,Chrome,,427,SAVE10,Returned,WH1,Express,Good
4195,1760,Dress,Fashion,2201,3,Card,,IN,02/03/2023,Y,1.264449759,,Tablet,177,OFF20,,WH2,Standard,Average
200,1008,Laptop,Accessories,10001,3,UPI,Delhi,IND,April 5 2023,No,3.467206409,Edge,Tablet,41,SAVE10,Not Returned,,Express,
574,1810,Laptop,Fashion,17435,4,UPI,Mumbai,,,,3.139974945,,Desktop,194,,Returned,,,Good
705,1874,Mobile,Electronics,43300,1,,Mumbai,IN,02/03/2023,Y,3.758890367,,Desktop,453,SAVE10,Not Returned,WH3,,Bad
772,1648,Mobile,,76843,4,Cash,Chennai,IN,2023-01-01,No,3.5699934,Edge,Desktop,83,SAVE10,,,Express,
3475,1863,Headphones,Accessories,95301,1,UPI,,India,,N,1.514413602,Chrome,Mobile,18,YIrSES,Returned,WH1,,Good
4692,1214,Mobile,,41719,2,UPI,Delhi,IN,2023-01-01,Y,4.074411078,Chrome,Desktop,221,OFF20,Returned,,Standard,Bad
2556,1710,Laptop,Fashion,81792,3,UPI,,India,,No,1.728914533,Edge,Tablet,287,OFF20,,WH2,Express,Bad
92,1186,Mobile,Electronics,10952,3,Card,Chennai,IN,2023-01-01,Y,2.569498506,Safari,,485,,,WH2,Express,Bad
4154,1679,Laptop,Electronics,69687,4,UPI,,IN,02/03/2023,N,3.937081024,,Mobile,17,YIrSES,Returned,WH2,Express,
2067,1212,Laptop,,71045,4,Card,Chennai,India,,Yes,3.189018663,Chrome,Tablet,395,OFF20,Returned,WH1,Express,Bad
1415,1160,Dress,Electronics,26770,1,UPI,Chennai,,2023-01-01,Y,2.164244527,Chrome,Desktop,404,YIrSES,Returned,WH2,Standard,
